14-9-2014;364.131
15-9-2014;361.01
16-9-2014;358.8
17-9-2014;352.12529
18-9-2014;328.91349
19-9-2014;307.05996
20-9-2014;319.55
21-9-2014;312.409
22-9-2014;310.10084
23-9-2014;340.57278
24-9-2014;331.3
25-9-2014;318.102
26-9-2014;316.01941
27-9-2014;313.90631
28-9-2014;293.82139
29-9-2014;291.38256
30-9-2014;307.499
1-10-2014;305.21382
2-10-2014;297.45065
3-10-2014;285.9865
4-10-2014;260.19078
5-10-2014;257.99999
6-10-2014;264.94146
7-10-2014;264.83
8-10-2014;279.43816
9-10-2014;287.8
10-10-2014;285.45146
11-10-2014;288.17299
12-10-2014;300
13-10-2014;306.9
14-10-2014;314.25402
15-10-2014;310.59999
16-10-2014;298.89384
17-10-2014;299.03001
18-10-2014;305.89198
19-10-2014;305
20-10-2014;298.23501
21-10-2014;302.642
22-10-2014;301.2
23-10-2014;283.762
24-10-2014;283.9602
25-10-2014;275.21
26-10-2014;281.71
27-10-2014;279
28-10-2014;281.69191
29-10-2014;266.26489
30-10-2014;272.7389
31-10-2014;269.90003
1-11-2014;260.06313
2-11-2014;258.721
3-11-2014;260.67499
4-11-2014;261.41961
5-11-2014;270.22
6-11-2014;279.077
7-11-2014;273.53001
8-11-2014;275.06
9-11-2014;288.5
10-11-2014;289.41726
11-11-2014;294
12-11-2014;330.5
13-11-2014;331.63999
14-11-2014;319
15-11-2014;303.69143
16-11-2014;311.51908
17-11-2014;313.50476
18-11-2014;302
19-11-2014;304.91208
20-11-2014;285.52208
21-11-2014;283
22-11-2014;285.221
23-11-2014;295
24-11-2014;302.45392
25-11-2014;301.18001
26-11-2014;295.5487
27-11-2014;296.9
28-11-2014;301
29-11-2014;302.08359
30-11-2014;301.66294
1-12-2014;301.3617
2-12-2014;304.34
3-12-2014;303.23404
4-12-2014;299
5-12-2014;304.01
6-12-2014;302.44108
7-12-2014;303.78999
8-12-2014;294.17
9-12-2014;284.85
10-12-2014;278.26505
11-12-2014;282.33
12-12-2014;284.26
13-12-2014;282.27
14-12-2014;286.57816
15-12-2014;280.59763
16-12-2014;264.38123
17-12-2014;262.02011
18-12-2014;256.60291
19-12-2014;260.49022
20-12-2014;267.85952
21-12-2014;261
22-12-2014;271.16
23-12-2014;275.68364
24-12-2014;264.22003
25-12-2014;262.62271
26-12-2014;269.02322
27-12-2014;262.27
28-12-2014;261.9037
29-12-2014;257.7502
30-12-2014;257.59916
31-12-2014;266.55803
1-1-2015;262
2-1-2015;263.68093
3-1-2015;238
4-1-2015;224.3182
5-1-2015;230.88996
6-1-2015;242.73
7-1-2015;249.99
8-1-2015;241.0301
9-1-2015;246.88796
10-1-2015;232.98
11-1-2015;225.51
12-1-2015;226.88242
13-1-2015;194.5816
14-1-2015;153.85
15-1-2015;180.54917
16-1-2015;182.44674
17-1-2015;174.39881
18-1-2015;182.71
19-1-2015;186.343
20-1-2015;184
21-1-2015;196.15433
22-1-2015;204.99999
23-1-2015;208.05411
24-1-2015;222.46683
25-1-2015;228.5
26-1-2015;244.40869
27-1-2015;233.47953
28-1-2015;210.99
29-1-2015;207.4
30-1-2015;202.878
31-1-2015;194.32425
1-2-2015;202.57574
2-2-2015;210.45389
3-2-2015;200.36
4-2-2015;201.76
5-2-2015;190.5
6-2-2015;196.12062
7-2-2015;201.03527
8-2-2015;196.91
9-2-2015;194.72
10-2-2015;195.26
11-2-2015;194.8
12-2-2015;195.75
13-2-2015;203.78
14-2-2015;220.759
15-2-2015;205.9502
16-2-2015;206
17-2-2015;213.79
18-2-2015;208.36146
19-2-2015;211.29
20-2-2015;214.48998
21-2-2015;214.825
22-2-2015;207.64312
23-2-2015;210.84694
24-2-2015;210.0282
25-2-2015;208.79272
26-2-2015;210
27-2-2015;221.9
28-2-2015;220.88
1-3-2015;224.25998
